Date,Category,Product,Region,Units,Price,Sales,Satisfaction
2025-07-04,Beauty,Lipstick,South,1,15.18,15.18,4.2
2025-07-04,Electronics,Smartwatch,North,2,228.06,456.12,3.1
2025-07-04,Sports,Running Shoes,North,1,93.42,93.42,4.0
2025-07-05,Beauty,Perfume,North,1,79.27,79.27,3.9
2025-07-05,Clothing,Sneakers,South,1,81.85,81.85,3.6
2025-07-05,Home,Sofa,North,2,623.02,1246.04,5.0
2025-07-05,Sports,Bicycle,East,4,413.86,1655.44,3.3
2025-07-05,Clothing,Jacket,East,3,112.07,336.21,4.4
2025-07-05,Sports,Yoga Mat,North,1,27.21,27.21,4.7
2025-07-05,Beauty,Lipstick,East,1,14.7,14.7,5.0
2025-07-06,Home,Blender,West,1,49.94,49.94,3.9
2025-07-06,Electronics,Headphones,North,1,163.3,163.3,3.5
2025-07-06,Sports,Yoga Mat,East,1,27.12,27.12,5.0
2025-07-06,Sports,Bicycle,West,5,454.84,2274.2,4.3
2025-07-06,Clothing,Jacket,West,3,108.67,326.01,5.0
2025-07-06,Beauty,Mascara,North,2,18.15,36.3,4.7
2025-07-07,Home,Coffee Maker,South,1,91.68,91.68,3.1
2025-07-07,Clothing,Jeans,East,1,56.47,56.47,3.8
2025-07-07,Beauty,Mascara,West,1,21.57,21.57,3.9
2025-07-07,Beauty,Lipstick,East,3,14.44,43.32,2.7
2025-07-07,Sports,Running Shoes,East,4,95.07,380.28,4.6
2025-07-07,Sports,Running Shoes,West,3,94.71,284.13,3.0
2025-07-07,Sports,Bicycle,South,3,463.04,1389.12,5.0
2025-07-07,Beauty,Face Cream,East,2,35.97,71.94,4.5
2025-07-07,Sports,Dumbbell,North,2,41.29,82.58,4.6
2025-07-07,Home,Blender,North,2,51.78,103.56,5.0
2025-07-07,Sports,Bicycle,North,1,454.89,454.89,4.9
2025-07-07,Beauty,Lipstick,East,3,15.78,47.34,5.0
2025-07-07,Clothing,Jacket,East,2,108.27,216.54,4.6
2025-07-08,Sports,Dumbbell,East,1,38.02,38.02,4.1
2025-07-08,Sports,Bicycle,East,1,461.24,461.24,5.0
2025-07-08,Sports,Yoga Mat,East,2,28.5,57.0,2.6
2025-07-08,Clothing,Jeans,North,1,60.39,60.39,5.0
2025-07-08,Electronics,Laptop,South,1,914.85,914.85,3.8
2025-07-08,Electronics,Smartphone,South,2,670.96,1341.92,4.0
2025-07-09,Beauty,Face Cream,South,2,37.61,75.22,4.4
2025-07-09,Sports,Running Shoes,South,1,86.07,86.07,3.9
2025-07-09,Clothing,T-Shirt,South,3,23.04,69.12,4.2
2025-07-09,Sports,Bicycle,South,1,493.62,493.62,2.7
2025-07-09,Beauty,Lipstick,East,2,14.97,29.94,2.8
2025-07-09,Beauty,Mascara,South,3,20.07,60.21,3.8
2025-07-09,Electronics,Laptop,South,2,1088.33,2176.66,4.2
2025-07-09,Home,Blender,East,3,53.53,160.59,4.3
2025-07-10,Clothing,Jeans,North,1,65.16,65.16,2.2
2025-07-10,Clothing,T-Shirt,East,1,25.07,25.07,5.0
2025-07-10,Clothing,Sneakers,West,2,84.21,168.42,4.6
2025-07-10,Electronics,Laptop,East,3,1049.17,3147.51,3.9
2025-07-10,Sports,Dumbbell,North,5,39.19,195.95,5.0
2025-07-10,Home,Coffee Maker,West,1,88.79,88.79,5.0
2025-07-10,Sports,Dumbbell,West,1,38.31,38.31,4.1
2025-07-10,Beauty,Perfume,West,1,80.36,80.36,4.0
2025-07-10,Clothing,Sneakers,North,1,84.79,84.79,4.0
2025-07-10,Electronics,Laptop,West,2,1088.66,2177.32,2.5
2025-07-10,Electronics,Headphones,West,1,151.88,151.88,5.0
2025-07-11,Beauty,Face Cream,South,1,34.28,34.28,4.5
2025-07-11,Home,Vacuum,West,1,195.81,195.81,4.7
2025-07-11,Beauty,Lipstick,West,1,15.06,15.06,4.4
2025-07-11,Clothing,Jacket,South,1,127.04,127.04,5.0
2025-07-11,Beauty,Perfume,South,1,81.54,81.54,4.5
2025-07-11,Electronics,Laptop,North,3,1066.83,3200.49,3.3
2025-07-11,Clothing,Sneakers,South,1,74.16,74.16,4.2
2025-07-11,Clothing,Jacket,North,1,115.64,115.64,4.2
2025-07-11,Clothing,T-Shirt,South,3,25.69,77.07,4.5
2025-07-11,Sports,Yoga Mat,North,1,30.21,30.21,4.1
2025-07-11,Sports,Dumbbell,West,3,38.17,114.51,3.5
2025-07-11,Clothing,Jacket,East,1,130.43,130.43,3.7
2025-07-12,Electronics,Laptop,East,1,933.46,933.46,3.8
2025-07-12,Home,Coffee Maker,North,5,86.59,432.95,5.0
2025-07-12,Beauty,Mascara,East,3,21.74,65.22,4.8
2025-07-12,Beauty,Perfume,West,4,79.62,318.48,5.0
2025-07-12,Sports,Yoga Mat,South,4,31.2,124.8,3.1
2025-07-12,Clothing,T-Shirt,North,1,22.82,22.82,3.7
2025-07-12,Home,Sofa,South,4,604.42,2417.68,4.3
2025-07-13,Sports,Bicycle,West,4,485.95,1943.8,3.5
2025-07-13,Beauty,Face Cream,South,1,34.64,34.64,3.6
2025-07-13,Home,Vacuum,West,1,175.22,175.22,4.8
2025-07-13,Home,Sofa,West,1,555.18,555.18,3.3
2025-07-13,Clothing,Jacket,West,1,112.53,112.53,4.2
2025-07-14,Home,Sofa,West,1,616.02,616.02,5.0
2025-07-14,Home,Vacuum,West,5,174.85,874.25,3.6
2025-07-14,Beauty,Face Cream,North,2,35.05,70.1,5.0
2025-07-14,Home,Blender,West,1,47.8,47.8,4.6
2025-07-14,Clothing,Jeans,West,2,60.26,120.52,5.0
2025-07-14,Electronics,Smartwatch,West,1,257.23,257.23,3.6
2025-07-14,Beauty,Perfume,West,4,78.69,314.76,3.8
2025-07-14,Clothing,T-Shirt,West,2,25.72,51.44,4.4
2025-07-14,Clothing,Jacket,West,4,127.09,508.36,5.0
2025-07-14,Electronics,Laptop,North,2,903.57,1807.14,3.3
2025-07-14,Beauty,Mascara,North,1,19.06,19.06,4.2
2025-07-14,Sports,Yoga Mat,West,1,31.59,31.59,5.0
2025-07-14,Electronics,Headphones,East,1,143.06,143.06,4.6
2025-07-15,Beauty,Mascara,North,3,19.97,59.91,5.0
2025-07-15,Home,Coffee Maker,East,2,85.5,171.0,4.4
2025-07-15,Home,Blender,South,3,54.42,163.26,4.2
2025-07-15,Clothing,Jeans,South,2,63.72,127.44,3.9
2025-07-15,Sports,Bicycle,North,2,438.22,876.44,5.0
2025-07-15,Beauty,Lipstick,South,1,14.43,14.43,4.6
2025-07-15,Electronics,Laptop,West,1,976.58,976.58,5.0
2025-07-15,Home,Sofa,West,2,643.67,1287.34,4.9
2025-07-15,Electronics,Smartphone,West,2,728.75,1457.5,3.9
2025-07-15,Home,Sofa,South,2,642.52,1285.04,5.0
2025-07-15,Sports,Bicycle,West,2,430.64,861.28,4.3
2025-07-15,Clothing,Jeans,North,2,63.5,127.0,3.7
2025-07-15,Sports,Bicycle,West,2,449.37,898.74,4.7
2025-07-15,Home,Vacuum,East,1,193.55,193.55,2.7
2025-07-16,Beauty,Face Cream,West,2,37.19,74.38,5.0
2025-07-16,Clothing,Jacket,North,5,130.78,653.9,4.8
2025-07-16,Electronics,Smartphone,East,1,705.55,705.55,3.5
2025-07-16,Home,Vacuum,East,2,172.58,345.16,3.5
2025-07-16,Electronics,Laptop,West,2,939.77,1879.54,3.8
2025-07-16,Electronics,Smartphone,North,1,637.37,637.37,4.7
2025-07-16,Sports,Running Shoes,South,2,85.76,171.52,4.0
2025-07-16,Sports,Running Shoes,North,2,84.84,169.68,5.0
2025-07-16,Beauty,Perfume,North,1,85.17,85.17,5.0
2025-07-16,Electronics,Laptop,East,1,1099.9,1099.9,5.0
2025-07-16,Beauty,Perfume,South,1,83.44,83.44,4.7
2025-07-16,Clothing,Jacket,South,5,109.67,548.35,4.2
2025-07-16,Clothing,Jeans,North,3,55.81,167.43,4.1
2025-07-16,Home,Sofa,West,2,548.71,1097.42,3.8
2025-07-17,Clothing,Jeans,South,2,54.24,108.48,4.9
2025-07-17,Beauty,Perfume,West,2,76.14,152.28,3.4
2025-07-17,Sports,Running Shoes,West,2,89.37,178.74,5.0
2025-07-17,Electronics,Headphones,West,3,162.55,487.65,3.8
2025-07-17,Home,Sofa,West,3,613.7,1841.1,4.0
2025-07-18,Electronics,Smartphone,East,2,690.56,1381.12,3.1
2025-07-18,Sports,Dumbbell,South,2,42.66,85.32,5.0
2025-07-18,Electronics,Headphones,South,4,147.83,591.32,4.3
2025-07-18,Clothing,Jeans,West,2,65.76,131.52,3.0
2025-07-18,Clothing,T-Shirt,South,1,25.44,25.44,4.9
2025-07-18,Sports,Running Shoes,West,2,89.45,178.9,3.8
2025-07-18,Electronics,Smartphone,South,1,665.58,665.58,3.5
2025-07-19,Sports,Dumbbell,North,4,41.84,167.36,3.1
2025-07-19,Beauty,Lipstick,North,1,16.03,16.03,5.0
2025-07-19,Electronics,Headphones,West,1,152.79,152.79,3.5
2025-07-19,Beauty,Mascara,South,1,19.34,19.34,4.7
2025-07-19,Electronics,Headphones,East,2,157.0,314.0,4.2
2025-07-19,Clothing,T-Shirt,North,1,25.71,25.71,5.0
2025-07-20,Beauty,Mascara,North,2,20.76,41.52,4.2
2025-07-20,Home,Sofa,South,3,614.5,1843.5,5.0
2025-07-20,Clothing,T-Shirt,East,1,23.28,23.28,4.2
2025-07-20,Beauty,Mascara,South,2,19.35,38.7,3.6
2025-07-20,Home,Coffee Maker,East,4,83.41,333.64,3.5
2025-07-20,Beauty,Mascara,East,1,19.63,19.63,4.2
2025-07-20,Clothing,T-Shirt,South,1,23.81,23.81,5.0
2025-07-20,Clothing,T-Shirt,South,1,22.78,22.78,4.2
2025-07-20,Sports,Yoga Mat,South,1,29.94,29.94,4.9
2025-07-20,Clothing,Sneakers,East,1,75.9,75.9,4.1
2025-07-20,Sports,Bicycle,East,5,414.39,2071.95,5.0
2025-07-20,Electronics,Laptop,South,1,958.1,958.1,4.1
2025-07-20,Home,Sofa,North,1,628.99,628.99,4.8
2025-07-20,Home,Blender,South,1,49.27,49.27,4.6
2025-07-21,Home,Coffee Maker,East,3,85.96,257.88,4.9
2025-07-21,Sports,Yoga Mat,East,3,31.82,95.46,4.7
2025-07-21,Clothing,Sneakers,East,2,78.02,156.04,3.4
2025-07-21,Home,Coffee Maker,North,1,91.62,91.62,3.6
2025-07-21,Clothing,Jacket,North,1,130.12,130.12,3.8
2025-07-21,Sports,Bicycle,East,3,462.75,1388.25,2.9
2025-07-22,Electronics,Smartwatch,South,1,230.9,230.9,4.5
2025-07-22,Beauty,Face Cream,North,3,36.44,109.32,5.0
2025-07-22,Sports,Running Shoes,South,1,88.64,88.64,3.9
2025-07-22,Clothing,Jacket,West,2,109.65,219.3,4.3
2025-07-22,Electronics,Smartwatch,North,1,270.72,270.72,2.5
2025-07-22,Home,Vacuum,South,1,172.28,172.28,5.0
2025-07-22,Electronics,Headphones,South,1,154.79,154.79,3.9
2025-07-23,Clothing,Jacket,East,2,113.54,227.08,5.0
2025-07-23,Electronics,Headphones,North,2,150.19,300.38,4.3
2025-07-23,Home,Coffee Maker,South,1,84.11,84.11,2.6
2025-07-23,Sports,Yoga Mat,South,2,28.31,56.62,3.7
2025-07-23,Clothing,T-Shirt,South,1,24.99,24.99,3.6
2025-07-23,Home,Sofa,South,2,555.92,1111.84,3.8
2025-07-23,Sports,Bicycle,South,1,419.66,419.66,5.0
2025-07-23,Beauty,Mascara,West,3,19.07,57.21,5.0
2025-07-23,Sports,Yoga Mat,East,2,30.63,61.26,3.3
2025-07-24,Sports,Dumbbell,East,2,42.73,85.46,4.9
2025-07-24,Clothing,Jacket,South,1,126.44,126.44,3.5
2025-07-24,Electronics,Laptop,West,4,1028.01,4112.04,3.6
2025-07-24,Home,Blender,North,4,54.71,218.84,4.0
2025-07-24,Sports,Bicycle,East,3,421.24,1263.72,4.5
2025-07-24,Home,Vacuum,North,2,168.67,337.34,5.0
2025-07-24,Beauty,Lipstick,West,1,15.35,15.35,5.0
2025-07-24,Beauty,Lipstick,South,1,14.79,14.79,4.4
2025-07-24,Sports,Running Shoes,West,1,90.04,90.04,3.6
2025-07-24,Electronics,Smartwatch,North,1,254.23,254.23,5.0
2025-07-24,Beauty,Lipstick,West,1,15.44,15.44,4.1
2025-07-24,Beauty,Lipstick,South,5,15.83,79.15,2.7
2025-07-24,Electronics,Smartphone,East,2,733.43,1466.86,3.9
2025-07-24,Beauty,Perfume,East,2,76.15,152.3,4.7
2025-07-25,Beauty,Lipstick,East,1,15.01,15.01,3.9
2025-07-25,Sports,Yoga Mat,North,1,31.07,31.07,5.0
2025-07-25,Clothing,Jeans,West,1,58.78,58.78,4.2
2025-07-25,Clothing,Sneakers,East,1,86.33,86.33,4.9
2025-07-25,Home,Blender,South,3,49.09,147.27,3.5
2025-07-25,Beauty,Mascara,North,1,21.26,21.26,5.0
2025-07-25,Sports,Yoga Mat,South,1,30.36,30.36,4.4
2025-07-25,Sports,Dumbbell,North,4,40.17,160.68,4.7
2025-07-25,Electronics,Laptop,South,1,967.02,967.02,5.0
2025-07-25,Sports,Bicycle,East,2,430.75,861.5,3.5
2025-07-25,Clothing,Sneakers,North,1,79.94,79.94,3.7
2025-07-26,Clothing,Jeans,North,2,63.87,127.74,3.5
2025-07-26,Beauty,Face Cream,East,1,35.37,35.37,5.0
2025-07-26,Beauty,Perfume,West,2,84.99,169.98,3.8
2025-07-26,Clothing,T-Shirt,North,3,23.6,70.8,4.4
2025-07-26,Sports,Bicycle,North,1,438.57,438.57,4.9
2025-07-27,Home,Vacuum,North,1,162.01,162.01,4.3
2025-07-27,Beauty,Mascara,West,1,18.07,18.07,4.1
2025-07-27,Clothing,Jeans,South,1,55.47,55.47,5.0
2025-07-27,Home,Blender,South,2,48.05,96.1,4.2
2025-07-27,Electronics,Smartphone,East,1,642.86,642.86,3.9
2025-07-27,Electronics,Laptop,West,3,1078.69,3236.07,4.0
2025-07-27,Beauty,Face Cream,East,1,32.26,32.26,3.9
2025-07-27,Sports,Bicycle,East,2,479.16,958.32,4.1
2025-07-27,Beauty,Perfume,South,1,80.18,80.18,3.5
2025-07-27,Clothing,Jacket,East,3,116.49,349.47,2.7
2025-07-28,Sports,Running Shoes,North,5,95.25,476.25,3.7
2025-07-28,Clothing,T-Shirt,East,2,24.92,49.84,5.0
2025-07-28,Sports,Yoga Mat,East,1,28.07,28.07,3.9
2025-07-28,Clothing,Jacket,South,4,131.43,525.72,4.1
2025-07-28,Beauty,Perfume,East,1,78.24,78.24,3.6
2025-07-28,Home,Sofa,West,1,612.4,612.4,2.7
2025-07-28,Electronics,Headphones,South,1,163.44,163.44,4.7
2025-07-28,Beauty,Lipstick,North,2,13.94,27.88,2.9
2025-07-28,Beauty,Perfume,North,3,86.63,259.89,3.9
2025-07-28,Home,Blender,South,2,45.32,90.64,4.8
2025-07-28,Home,Vacuum,West,1,183.52,183.52,4.8
2025-07-28,Clothing,Jacket,East,1,108.34,108.34,3.9
2025-07-28,Clothing,Jeans,East,4,54.34,217.36,4.0
2025-07-28,Clothing,Jacket,East,1,124.86,124.86,3.1
2025-07-29,Sports,Dumbbell,East,3,43.02,129.06,4.5
2025-07-29,Electronics,Smartphone,West,1,659.14,659.14,4.6
2025-07-29,Sports,Dumbbell,West,1,36.09,36.09,4.5
2025-07-29,Home,Blender,South,1,47.32,47.32,4.1
2025-07-29,Sports,Running Shoes,North,1,90.22,90.22,5.0
2025-07-29,Clothing,T-Shirt,South,2,26.38,52.76,3.3
2025-07-29,Beauty,Face Cream,North,2,35.76,71.52,3.5
2025-07-29,Sports,Dumbbell,West,3,41.45,124.35,5.0
2025-07-29,Home,Coffee Maker,North,1,84.46,84.46,4.2
2025-07-29,Beauty,Perfume,East,1,76.39,76.39,3.7
2025-07-29,Electronics,Smartphone,South,1,632.96,632.96,4.1
2025-07-29,Electronics,Smartphone,West,1,736.02,736.02,3.8
2025-07-29,Beauty,Mascara,North,4,21.91,87.64,3.8
2025-07-30,Electronics,Laptop,North,2,953.76,1907.52,4.0
2025-07-30,Electronics,Smartphone,South,1,697.55,697.55,5.0
2025-07-30,Electronics,Headphones,East,1,154.0,154.0,2.8
2025-07-30,Home,Coffee Maker,South,2,85.55,171.1,4.6
2025-07-30,Home,Sofa,North,1,630.51,630.51,4.6
2025-07-30,Home,Blender,East,1,53.21,53.21,4.0
2025-07-30,Electronics,Smartwatch,West,1,274.68,274.68,3.6
2025-07-30,Beauty,Mascara,West,3,20.5,61.5,5.0
2025-07-30,Clothing,T-Shirt,South,3,27.08,81.24,3.7
2025-07-30,Beauty,Perfume,East,3,85.68,257.04,4.0
2025-07-30,Sports,Yoga Mat,East,1,28.44,28.44,3.0
2025-07-30,Home,Coffee Maker,North,2,96.01,192.02,3.8
2025-07-30,Clothing,Sneakers,East,4,78.27,313.08,4.0
2025-07-30,Electronics,Smartphone,West,1,752.31,752.31,3.4
2025-07-31,Electronics,Laptop,North,1,948.48,948.48,5.0
2025-07-31,Clothing,Jacket,West,1,119.29,119.29,3.3
2025-07-31,Beauty,Face Cream,East,1,32.18,32.18,3.2
2025-07-31,Sports,Bicycle,North,3,406.67,1220.01,3.9
2025-07-31,Sports,Running Shoes,West,3,93.91,281.73,3.7
2025-07-31,Home,Blender,East,3,47.12,141.36,3.6
2025-07-31,Sports,Bicycle,North,2,470.06,940.12,4.1
2025-08-01,Electronics,Smartphone,East,2,646.61,1293.22,5.0
2025-08-01,Sports,Yoga Mat,East,2,31.2,62.4,4.6
2025-08-01,Clothing,Jacket,North,1,131.16,131.16,3.5
2025-08-01,Sports,Dumbbell,South,3,41.65,124.95,3.7
2025-08-01,Beauty,Lipstick,North,2,15.27,30.54,3.6
2025-08-01,Home,Vacuum,West,3,182.9,548.7,5.0
2025-08-01,Home,Blender,West,2,47.74,95.48,3.8
2025-08-01,Home,Sofa,East,4,572.0,2288.0,4.6
2025-08-02,Clothing,Jeans,North,1,57.03,57.03,3.8
2025-08-02,Clothing,Jeans,West,1,62.0,62.0,3.6
2025-08-02,Sports,Running Shoes,West,4,93.04,372.16,3.5
2025-08-02,Beauty,Face Cream,West,1,34.8,34.8,3.8
2025-08-02,Beauty,Face Cream,South,2,36.95,73.9,2.7
2025-08-02,Electronics,Headphones,West,2,149.41,298.82,3.8
2025-08-02,Beauty,Mascara,South,1,21.99,21.99,5.0
2025-08-02,Clothing,Sneakers,North,1,73.74,73.74,3.5
2025-08-02,Home,Blender,South,2,53.83,107.66,4.1
2025-08-02,Clothing,T-Shirt,East,2,26.41,52.82,3.8
2025-08-02,Home,Sofa,East,5,555.35,2776.75,3.7
2025-08-02,Clothing,T-Shirt,South,1,22.52,22.52,2.9
2025-08-02,Electronics,Laptop,West,2,910.71,1821.42,3.7
2025-08-03,Clothing,Sneakers,West,3,73.29,219.87,5.0
2025-08-03,Electronics,Smartphone,South,1,766.34,766.34,3.9
2025-08-03,Electronics,Smartwatch,North,3,249.57,748.71,4.7
2025-08-03,Clothing,Jacket,East,4,111.53,446.12,5.0
2025-08-03,Beauty,Mascara,East,1,21.44,21.44,3.3
2025-08-03,Clothing,Sneakers,West,3,87.6,262.8,4.4
2025-08-03,Clothing,Sneakers,South,2,79.87,159.74,3.7
2025-08-03,Electronics,Smartwatch,North,3,228.62,685.86,3.5
2025-08-03,Clothing,Sneakers,South,2,74.51,149.02,3.7
2025-08-03,Home,Sofa,North,1,540.26,540.26,4.3
2025-08-03,Electronics,Smartwatch,South,3,241.91,725.73,3.2
2025-08-03,Beauty,Face Cream,East,1,34.95,34.95,4.4
2025-08-04,Clothing,Jacket,West,3,109.19,327.57,3.6
2025-08-04,Home,Coffee Maker,East,1,84.49,84.49,5.0
2025-08-04,Sports,Dumbbell,West,1,40.55,40.55,5.0
2025-08-04,Sports,Bicycle,West,2,409.61,819.22,4.2
2025-08-04,Electronics,Laptop,West,2,984.67,1969.34,3.0
2025-08-04,Electronics,Smartphone,East,1,651.44,651.44,5.0
2025-08-04,Home,Vacuum,West,3,167.54,502.62,3.7
2025-08-04,Beauty,Mascara,West,2,18.77,37.54,4.8
2025-08-05,Beauty,Face Cream,South,1,32.81,32.81,2.9
2025-08-05,Electronics,Smartphone,South,2,678.46,1356.92,5.0
2025-08-05,Clothing,Sneakers,North,3,76.75,230.25,3.6
2025-08-05,Clothing,Jacket,West,2,116.27,232.54,5.0
2025-08-05,Home,Sofa,South,1,656.74,656.74,3.6
2025-08-05,Electronics,Headphones,North,2,135.03,270.06,5.0
2025-08-05,Home,Coffee Maker,East,3,97.25,291.75,2.9
2025-08-05,Sports,Yoga Mat,North,1,28.01,28.01,4.0
2025-08-05,Sports,Yoga Mat,North,4,32.84,131.36,3.9
2025-08-05,Electronics,Smartwatch,East,1,227.6,227.6,3.4
2025-08-05,Electronics,Headphones,South,1,156.42,156.42,4.0
2025-08-05,Home,Sofa,West,2,628.16,1256.32,4.1
2025-08-05,Sports,Running Shoes,East,2,82.48,164.96,4.3
2025-08-05,Clothing,Jeans,East,1,54.11,54.11,5.0
2025-08-06,Home,Vacuum,East,2,168.0,336.0,2.9
2025-08-06,Home,Vacuum,North,1,169.75,169.75,4.8
2025-08-06,Electronics,Headphones,East,1,158.89,158.89,4.8
2025-08-06,Electronics,Smartphone,North,1,675.78,675.78,1.8
2025-08-06,Electronics,Laptop,North,2,1024.06,2048.12,4.9
2025-08-06,Home,Vacuum,West,1,177.56,177.56,5.0
2025-08-06,Clothing,Jacket,East,2,118.69,237.38,5.0
2025-08-06,Clothing,Sneakers,North,1,81.55,81.55,4.4
2025-08-06,Electronics,Laptop,East,2,1091.91,2183.82,4.5
2025-08-07,Electronics,Smartwatch,North,1,270.27,270.27,4.5
2025-08-07,Sports,Running Shoes,North,1,86.34,86.34,2.6
2025-08-07,Home,Blender,East,1,45.73,45.73,3.1
2025-08-07,Clothing,T-Shirt,West,1,25.35,25.35,4.2
2025-08-07,Electronics,Laptop,West,1,1070.06,1070.06,4.8
2025-08-07,Clothing,Jeans,South,1,59.52,59.52,3.6
2025-08-07,Home,Sofa,West,1,648.22,648.22,3.5
2025-08-07,Beauty,Face Cream,North,3,34.15,102.45,3.2
2025-08-08,Home,Sofa,East,3,556.74,1670.22,4.1
2025-08-08,Home,Coffee Maker,East,1,92.51,92.51,4.6
2025-08-08,Clothing,Sneakers,West,1,75.1,75.1,3.4
2025-08-08,Electronics,Laptop,South,1,980.75,980.75,4.9
2025-08-08,Sports,Running Shoes,East,4,85.62,342.48,4.5
2025-08-08,Sports,Running Shoes,West,4,90.2,360.8,3.8
2025-08-08,Clothing,Sneakers,West,4,86.44,345.76,3.3
2025-08-08,Clothing,T-Shirt,West,1,26.07,26.07,5.0
2025-08-08,Sports,Bicycle,North,3,466.42,1399.26,3.9
2025-08-09,Electronics,Smartphone,East,3,730.42,2191.26,4.0
2025-08-09,Electronics,Smartwatch,North,1,272.26,272.26,3.2
2025-08-09,Clothing,Jeans,North,1,59.64,59.64,4.2
2025-08-09,Home,Vacuum,East,1,194.21,194.21,4.3
2025-08-09,Beauty,Mascara,West,1,20.16,20.16,4.8
2025-08-09,Clothing,Jeans,North,1,64.58,64.58,4.6
2025-08-09,Sports,Running Shoes,North,1,92.73,92.73,4.1
2025-08-09,Electronics,Headphones,West,1,141.14,141.14,3.6
2025-08-09,Home,Sofa,East,2,592.45,1184.9,4.7
2025-08-09,Electronics,Laptop,East,1,970.58,970.58,4.3
2025-08-09,Electronics,Laptop,West,1,959.57,959.57,4.9
2025-08-09,Clothing,Jeans,South,3,56.7,170.1,3.5
2025-08-09,Sports,Dumbbell,West,1,43.74,43.74,3.6
2025-08-10,Beauty,Perfume,East,5,74.65,373.25,5.0
2025-08-10,Sports,Running Shoes,East,2,86.87,173.74,4.4
2025-08-10,Home,Coffee Maker,South,3,83.45,250.35,3.6
2025-08-10,Electronics,Smartwatch,West,1,225.56,225.56,3.3
2025-08-10,Sports,Bicycle,South,3,429.11,1287.33,4.8
2025-08-10,Sports,Bicycle,East,1,446.02,446.02,3.1
2025-08-10,Sports,Yoga Mat,West,3,27.87,83.61,5.0
2025-08-10,Electronics,Headphones,North,1,158.28,158.28,3.7
2025-08-10,Home,Sofa,North,2,567.48,1134.96,3.7
2025-08-10,Sports,Bicycle,East,3,406.66,1219.98,4.2
2025-08-10,Clothing,Sneakers,South,2,80.92,161.84,3.2
2025-08-10,Electronics,Laptop,South,1,906.12,906.12,3.7
2025-08-10,Sports,Dumbbell,North,1,41.64,41.64,4.2
2025-08-10,Home,Sofa,East,1,617.49,617.49,4.2
2025-08-11,Sports,Running Shoes,West,1,97.0,97.0,4.2
2025-08-11,Sports,Bicycle,West,1,476.47,476.47,4.2
2025-08-11,Home,Coffee Maker,East,2,87.49,174.98,4.7
2025-08-11,Clothing,Jeans,North,2,54.11,108.22,5.0
2025-08-11,Sports,Bicycle,North,2,468.65,937.3,3.7
2025-08-11,Clothing,T-Shirt,South,1,24.54,24.54,3.9
2025-08-11,Clothing,T-Shirt,South,4,25.13,100.52,4.4
2025-08-11,Clothing,Jacket,West,1,111.98,111.98,5.0
2025-08-11,Home,Vacuum,North,3,166.25,498.75,4.4
2025-08-12,Home,Sofa,East,2,558.71,1117.42,4.9
2025-08-12,Beauty,Perfume,East,1,87.27,87.27,5.0
2025-08-12,Clothing,Jeans,North,4,54.31,217.24,4.3
2025-08-12,Sports,Running Shoes,East,2,98.31,196.62,5.0
2025-08-12,Electronics,Headphones,East,2,161.7,323.4,5.0
2025-08-12,Electronics,Smartwatch,South,2,251.13,502.26,4.1
2025-08-12,Beauty,Mascara,East,2,20.71,41.42,5.0
2025-08-12,Home,Sofa,North,2,573.67,1147.34,4.2
2025-08-12,Electronics,Smartphone,West,2,701.51,1403.02,3.4
2025-08-12,Beauty,Lipstick,West,1,15.02,15.02,2.3
2025-08-13,Clothing,Jacket,South,2,126.08,252.16,3.7
2025-08-13,Electronics,Headphones,West,2,157.33,314.66,4.1
2025-08-13,Home,Blender,North,1,50.44,50.44,4.1
2025-08-13,Sports,Running Shoes,West,1,88.29,88.29,4.7
2025-08-13,Home,Sofa,East,1,546.66,546.66,3.9
2025-08-13,Beauty,Lipstick,North,1,13.7,13.7,5.0
2025-08-13,Home,Blender,North,2,53.0,106.0,5.0
2025-08-13,Beauty,Perfume,West,1,78.59,78.59,4.4
2025-08-13,Sports,Dumbbell,North,1,37.84,37.84,3.3
2025-08-13,Clothing,Jacket,West,1,120.85,120.85,4.7
2025-08-13,Beauty,Perfume,West,2,76.4,152.8,2.9
2025-08-13,Beauty,Mascara,North,1,19.66,19.66,4.9
2025-08-13,Clothing,T-Shirt,South,1,23.65,23.65,2.9
2025-08-14,Clothing,T-Shirt,South,1,23.49,23.49,5.0
2025-08-14,Sports,Yoga Mat,North,1,30.97,30.97,3.3
2025-08-14,Home,Blender,South,4,48.52,194.08,3.2
2025-08-14,Home,Blender,East,3,46.72,140.16,5.0
2025-08-14,Clothing,Sneakers,South,2,77.04,154.08,3.6
2025-08-14,Beauty,Perfume,East,1,86.82,86.82,4.4
2025-08-14,Electronics,Smartphone,East,2,664.53,1329.06,3.8
2025-08-14,Clothing,Sneakers,South,2,87.0,174.0,5.0
2025-08-14,Electronics,Laptop,West,1,960.05,960.05,3.1
2025-08-14,Beauty,Face Cream,East,1,35.5,35.5,3.5
2025-08-14,Electronics,Laptop,East,4,971.89,3887.56,4.6
2025-08-15,Home,Blender,South,4,50.88,203.52,4.5
2025-08-15,Home,Blender,South,3,51.41,154.23,5.0
2025-08-15,Home,Vacuum,North,1,165.32,165.32,4.0
2025-08-15,Clothing,T-Shirt,East,1,25.11,25.11,5.0
2025-08-15,Clothing,T-Shirt,East,1,26.98,26.98,3.8
2025-08-15,Home,Coffee Maker,North,1,91.2,91.2,4.4
